customer_id,display_name,segment
CUST-00210,Synthetic Customer 00210,private_banking
CUST-00211,Synthetic Customer 00211,business
CUST-00212,Synthetic Customer 00212,private_banking
CUST-00213,Synthetic Customer 00213,business
CUST-00214,Synthetic Customer 00214,retail
CUST-00215,Synthetic Customer 00215,business
CUST-00216,Synthetic Customer 00216,private_banking
CUST-00217,Synthetic Customer 00217,retail
CUST-00218,Synthetic Customer 00218,business
CUST-00219,Synthetic Customer 00219,private_banking
CUST-00220,Synthetic Customer 00220,private_banking
CUST-00221,Synthetic Customer 00221,private_banking
CUST-00222,Synthetic Customer 00222,private_banking
CUST-00223,Synthetic Customer 00223,retail
CUST-00224,Synthetic Customer 00224,private_banking
CUST-00225,Synthetic Customer 00225,private_banking
CUST-00226,Synthetic Customer 00226,private_banking
CUST-00227,Synthetic Customer 00227,private_banking
CUST-00228,Synthetic Customer 00228,business
CUST-00229,Synthetic Customer 00229,business
CUST-00230,Synthetic Customer 00230,business
CUST-00231,Synthetic Customer 00231,business
CUST-00232,Synthetic Customer 00232,private_banking
CUST-00233,Synthetic Customer 00233,business
CUST-00234,Synthetic Customer 00234,business
CUST-00235,Synthetic Customer 00235,retail
CUST-00236,Synthetic Customer 00236,business
CUST-00237,Synthetic Customer 00237,private_banking
CUST-00238,Synthetic Customer 00238,private_banking
CUST-00239,Synthetic Customer 00239,business
CUST-00240,Synthetic Customer 00240,retail
CUST-00241,Synthetic Customer 00241,private_banking
CUST-00242,Synthetic Customer 00242,private_banking
CUST-00243,Synthetic Customer 00243,retail
CUST-00244,Synthetic Customer 00244,private_banking
CUST-00245,Synthetic Customer 00245,private_banking
CUST-00246,Synthetic Customer 00246,business
CUST-00247,Synthetic Customer 00247,retail
CUST-00248,Synthetic Customer 00248,business
CUST-00249,Synthetic Customer 00249,retail
CUST-00250,Synthetic Customer 00250,business
CUST-00251,Synthetic Customer 00251,private_banking
CUST-00252,Synthetic Customer 00252,business
CUST-00253,Synthetic Customer 00253,private_banking
CUST-00254,Synthetic Customer 00254,business
CUST-00255,Synthetic Customer 00255,business
CUST-00256,Synthetic Customer 00256,private_banking
CUST-00257,Synthetic Customer 00257,private_banking
CUST-00258,Synthetic Customer 00258,business
CUST-00259,Synthetic Customer 00259,private_banking
CUST-00260,Synthetic Customer 00260,retail
CUST-00261,Synthetic Customer 00261,retail
CUST-00262,Synthetic Customer 00262,business
CUST-00263,Synthetic Customer 00263,retail
CUST-00264,Synthetic Customer 00264,business
CUST-00265,Synthetic Customer 00265,private_banking
CUST-00266,Synthetic Customer 00266,retail
CUST-00267,Synthetic Customer 00267,retail
CUST-00268,Synthetic Customer 00268,private_banking
CUST-00269,Synthetic Customer 00269,private_banking
CUST-00270,Synthetic Customer 00270,private_banking
CUST-00271,Synthetic Customer 00271,private_banking
CUST-00272,Synthetic Customer 00272,retail
CUST-00273,Synthetic Customer 00273,retail
CUST-00274,Synthetic Customer 00274,retail
CUST-00275,Synthetic Customer 00275,business
CUST-00276,Synthetic Customer 00276,private_banking
CUST-00277,Synthetic Customer 00277,business
CUST-00278,Synthetic Customer 00278,business
CUST-00279,Synthetic Customer 00279,business
CUST-00280,Synthetic Customer 00280,retail
CUST-00281,Synthetic Customer 00281,private_banking
CUST-00282,Synthetic Customer 00282,retail
CUST-00283,Synthetic Customer 00283,retail
CUST-00284,Synthetic Customer 00284,retail
CUST-00285,Synthetic Customer 00285,private_banking
CUST-00286,Synthetic Customer 00286,private_banking
CUST-00287,Synthetic Customer 00287,private_banking
CUST-00288,Synthetic Customer 00288,retail
CUST-00289,Synthetic Customer 00289,business
CUST-00290,Synthetic Customer 00290,private_banking
CUST-00291,Synthetic Customer 00291,retail
CUST-00292,Synthetic Customer 00292,retail
CUST-00293,Synthetic Customer 00293,private_banking
CUST-00294,Synthetic Customer 00294,retail
CUST-00295,Synthetic Customer 00295,private_banking
CUST-00296,Synthetic Customer 00296,retail
CUST-00297,Synthetic Customer 00297,retail
CUST-00298,Synthetic Customer 00298,retail
CUST-00299,Synthetic Customer 00299,retail
CUST-00300,Synthetic Customer 00300,private_banking
CUST-00301,Synthetic Customer 00301,retail
CUST-00302,Synthetic Customer 00302,business
CUST-00303,Synthetic Customer 00303,business
CUST-00304,Synthetic Customer 00304,private_banking
CUST-00305,Synthetic Customer 00305,private_banking
CUST-00306,Synthetic Customer 00306,business
CUST-00307,Synthetic Customer 00307,retail
CUST-00308,Synthetic Customer 00308,business
CUST-00309,Synthetic Customer 00309,private_banking
CUST-00310,Synthetic Customer 00310,business
CUST-00311,Synthetic Customer 00311,business
CUST-00312,Synthetic Customer 00312,retail
CUST-00313,Synthetic Customer 00313,business
CUST-00314,Synthetic Customer 00314,retail
CUST-00315,Synthetic Customer 00315,retail
CUST-00316,Synthetic Customer 00316,private_banking
CUST-00317,Synthetic Customer 00317,private_banking
CUST-00318,Synthetic Customer 00318,retail
CUST-00319,Synthetic Customer 00319,business
CUST-00320,Synthetic Customer 00320,business
CUST-00321,Synthetic Customer 00321,retail
CUST-00322,Synthetic Customer 00322,retail
CUST-00323,Synthetic Customer 00323,business
CUST-00324,Synthetic Customer 00324,business
CUST-00325,Synthetic Customer 00325,retail
CUST-00326,Synthetic Customer 00326,business
CUST-00327,Synthetic Customer 00327,retail
CUST-00328,Synthetic Customer 00328,retail
CUST-00329,Synthetic Customer 00329,business
CUST-00330,Synthetic Customer 00330,business
CUST-00331,Synthetic Customer 00331,retail
CUST-00332,Synthetic Customer 00332,private_banking
CUST-00333,Synthetic Customer 00333,business
CUST-00334,Synthetic Customer 00334,private_banking
CUST-00335,Synthetic Customer 00335,business
CUST-00336,Synthetic Customer 00336,private_banking
CUST-00337,Synthetic Customer 00337,private_banking
CUST-00338,Synthetic Customer 00338,private_banking
CUST-00339,Synthetic Customer 00339,private_banking
CUST-00340,Synthetic Customer 00340,retail
CUST-00341,Synthetic Customer 00341,retail
CUST-00342,Synthetic Customer 00342,retail
CUST-00343,Synthetic Customer 00343,private_banking
CUST-00344,Synthetic Customer 00344,retail
CUST-00345,Synthetic Customer 00345,private_banking
CUST-00346,Synthetic Customer 00346,private_banking
CUST-00347,Synthetic Customer 00347,private_banking
CUST-00348,Synthetic Customer 00348,private_banking
CUST-00349,Synthetic Customer 00349,private_banking
CUST-00350,Synthetic Customer 00350,business
CUST-00351,Synthetic Customer 00351,retail
CUST-00352,Synthetic Customer 00352,business
CUST-00353,Synthetic Customer 00353,private_banking
CUST-00354,Synthetic Customer 00354,retail
CUST-00355,Synthetic Customer 00355,business
CUST-00356,Synthetic Customer 00356,business
CUST-00357,Synthetic Customer 00357,business
CUST-00358,Synthetic Customer 00358,retail
CUST-00359,Synthetic Customer 00359,business
CUST-00360,Synthetic Customer 00360,business
CUST-00361,Synthetic Customer 00361,private_banking
CUST-00362,Synthetic Customer 00362,private_banking
CUST-00363,Synthetic Customer 00363,private_banking
CUST-00364,Synthetic Customer 00364,business
CUST-00365,Synthetic Customer 00365,retail
CUST-00366,Synthetic Customer 00366,private_banking
CUST-00367,Synthetic Customer 00367,retail
CUST-00368,Synthetic Customer 00368,business
CUST-00369,Synthetic Customer 00369,business
CUST-00370,Synthetic Customer 00370,business
CUST-00371,Synthetic Customer 00371,business
CUST-00372,Synthetic Customer 00372,private_banking
CUST-00373,Synthetic Customer 00373,business
CUST-00374,Synthetic Customer 00374,retail
CUST-00375,Synthetic Customer 00375,retail
CUST-00376,Synthetic Customer 00376,retail
CUST-00377,Synthetic Customer 00377,private_banking
CUST-00378,Synthetic Customer 00378,retail
CUST-00379,Synthetic Customer 00379,private_banking
CUST-00380,Synthetic Customer 00380,retail
CUST-00381,Synthetic Customer 00381,business
CUST-00382,Synthetic Customer 00382,business
CUST-00383,Synthetic Customer 00383,private_banking
CUST-00384,Synthetic Customer 00384,private_banking
CUST-00385,Synthetic Customer 00385,business
CUST-00386,Synthetic Customer 00386,business
CUST-00387,Synthetic Customer 00387,private_banking
CUST-00388,Synthetic Customer 00388,retail
CUST-00389,Synthetic Customer 00389,private_banking
CUST-00390,Synthetic Customer 00390,business
CUST-00391,Synthetic Customer 00391,private_banking
CUST-00392,Synthetic Customer 00392,private_banking
CUST-00393,Synthetic Customer 00393,retail
CUST-00394,Synthetic Customer 00394,business
CUST-00395,Synthetic Customer 00395,retail
CUST-00396,Synthetic Customer 00396,retail
CUST-00397,Synthetic Customer 00397,retail
CUST-00398,Synthetic Customer 00398,retail
CUST-00399,Synthetic Customer 00399,business
CUST-00400,Synthetic Customer 00400,private_banking
CUST-00401,Synthetic Customer 00401,business
CUST-00402,Synthetic Customer 00402,private_banking
CUST-00403,Synthetic Customer 00403,business
CUST-00404,Synthetic Customer 00404,retail
CUST-00405,Synthetic Customer 00405,business
CUST-00406,Synthetic Customer 00406,business
CUST-00407,Synthetic Customer 00407,private_banking
CUST-00408,Synthetic Customer 00408,business
CUST-00409,Synthetic Customer 00409,private_banking
CUST-00410,Synthetic Customer 00410,private_banking
CUST-00411,Synthetic Customer 00411,business
CUST-00412,Synthetic Customer 00412,private_banking
CUST-00413,Synthetic Customer 00413,business
CUST-00414,Synthetic Customer 00414,retail
CUST-00415,Synthetic Customer 00415,private_banking
CUST-00416,Synthetic Customer 00416,private_banking
CUST-00417,Synthetic Customer 00417,business
CUST-00418,Synthetic Customer 00418,private_banking
CUST-00419,Synthetic Customer 00419,private_banking
CUST-00420,Synthetic Customer 00420,retail
CUST-00421,Synthetic Customer 00421,retail
CUST-00422,Synthetic Customer 00422,business
CUST-00423,Synthetic Customer 00423,business
CUST-00424,Synthetic Customer 00424,business
CUST-00425,Synthetic Customer 00425,retail
CUST-00426,Synthetic Customer 00426,business
CUST-00427,Synthetic Customer 00427,business
CUST-00428,Synthetic Customer 00428,business
CUST-00429,Synthetic Customer 00429,private_banking
CUST-00430,Synthetic Customer 00430,retail
CUST-00431,Synthetic Customer 00431,private_banking
CUST-00432,Synthetic Customer 00432,retail
CUST-00433,Synthetic Customer 00433,business
CUST-00434,Synthetic Customer 00434,private_banking
CUST-00435,Synthetic Customer 00435,private_banking
CUST-00436,Synthetic Customer 00436,private_banking
CUST-00437,Synthetic Customer 00437,private_banking
CUST-00438,Synthetic Customer 00438,retail
CUST-00439,Synthetic Customer 00439,business
CUST-00440,Synthetic Customer 00440,business
CUST-00441,Synthetic Customer 00441,retail
CUST-00442,Synthetic Customer 00442,retail
CUST-00443,Synthetic Customer 00443,retail
CUST-00444,Synthetic Customer 00444,private_banking
CUST-00445,Synthetic Customer 00445,private_banking
CUST-00446,Synthetic Customer 00446,private_banking
CUST-00447,Synthetic Customer 00447,private_banking
CUST-00448,Synthetic Customer 00448,business
CUST-00449,Synthetic Customer 00449,private_banking
CUST-00450,Synthetic Customer 00450,private_banking
CUST-00451,Synthetic Customer 00451,private_banking
CUST-00452,Synthetic Customer 00452,business
CUST-00453,Synthetic Customer 00453,business
CUST-00454,Synthetic Customer 00454,retail
CUST-00455,Synthetic Customer 00455,retail
CUST-00456,Synthetic Customer 00456,retail
CUST-00457,Synthetic Customer 00457,business
CUST-00458,Synthetic Customer 00458,retail
CUST-00459,Synthetic Customer 00459,business
CUST-00460,Synthetic Customer 00460,business
CUST-00461,Synthetic Customer 00461,private_banking
CUST-00462,Synthetic Customer 00462,retail
CUST-00463,Synthetic Customer 00463,business
CUST-00464,Synthetic Customer 00464,retail
CUST-00465,Synthetic Customer 00465,business
CUST-00466,Synthetic Customer 00466,retail
CUST-00467,Synthetic Customer 00467,business
CUST-00468,Synthetic Customer 00468,business
CUST-00469,Synthetic Customer 00469,private_banking
CUST-00470,Synthetic Customer 00470,business
CUST-00471,Synthetic Customer 00471,retail
CUST-00472,Synthetic Customer 00472,retail
CUST-00473,Synthetic Customer 00473,business
CUST-00474,Synthetic Customer 00474,business
CUST-00475,Synthetic Customer 00475,private_banking
CUST-00476,Synthetic Customer 00476,business
CUST-00477,Synthetic Customer 00477,private_banking
CUST-00478,Synthetic Customer 00478,business
CUST-00479,Synthetic Customer 00479,retail
CUST-00480,Synthetic Customer 00480,retail
CUST-00481,Synthetic Customer 00481,retail
CUST-00482,Synthetic Customer 00482,private_banking
CUST-00483,Synthetic Customer 00483,retail
CUST-00484,Synthetic Customer 00484,retail
CUST-00485,Synthetic Customer 00485,private_banking
CUST-00486,Synthetic Customer 00486,retail
CUST-00487,Synthetic Customer 00487,business
CUST-00488,Synthetic Customer 00488,retail
CUST-00489,Synthetic Customer 00489,business
CUST-00490,Synthetic Customer 00490,retail
CUST-00491,Synthetic Customer 00491,retail
CUST-00492,Synthetic Customer 00492,private_banking
CUST-00493,Synthetic Customer 00493,business
CUST-00494,Synthetic Customer 00494,private_banking
CUST-00495,Synthetic Customer 00495,retail
CUST-00496,Synthetic Customer 00496,private_banking
CUST-00497,Synthetic Customer 00497,retail
CUST-00498,Synthetic Customer 00498,private_banking
CUST-00499,Synthetic Customer 00499,private_banking
CUST-00500,Synthetic Customer 00500,retail
CUST-00501,Synthetic Customer 00501,retail
CUST-00502,Synthetic Customer 00502,retail
CUST-00503,Synthetic Customer 00503,business
CUST-00504,Synthetic Customer 00504,retail
CUST-00505,Synthetic Customer 00505,private_banking
CUST-00506,Synthetic Customer 00506,private_banking
CUST-00507,Synthetic Customer 00507,retail
CUST-00508,Synthetic Customer 00508,private_banking
CUST-00509,Synthetic Customer 00509,private_banking
CUST-00510,Synthetic Customer 00510,retail
CUST-00511,Synthetic Customer 00511,private_banking
CUST-00512,Synthetic Customer 00512,private_banking
CUST-00513,Synthetic Customer 00513,retail
CUST-00514,Synthetic Customer 00514,business
CUST-00515,Synthetic Customer 00515,private_banking
CUST-00516,Synthetic Customer 00516,business
CUST-00517,Synthetic Customer 00517,private_banking
CUST-00518,Synthetic Customer 00518,business
CUST-00519,Synthetic Customer 00519,business
CUST-00520,Synthetic Customer 00520,business
CUST-00521,Synthetic Customer 00521,business
CUST-00522,Synthetic Customer 00522,business
CUST-00523,Synthetic Customer 00523,business
CUST-00524,Synthetic Customer 00524,business
CUST-00525,Synthetic Customer 00525,private_banking
CUST-00526,Synthetic Customer 00526,business
CUST-00527,Synthetic Customer 00527,private_banking
CUST-00528,Synthetic Customer 00528,retail
CUST-00529,Synthetic Customer 00529,retail
CUST-00530,Synthetic Customer 00530,retail
CUST-00531,Synthetic Customer 00531,private_banking
CUST-00532,Synthetic Customer 00532,business
CUST-00533,Synthetic Customer 00533,private_banking
CUST-00534,Synthetic Customer 00534,private_banking
CUST-00535,Synthetic Customer 00535,retail
CUST-00536,Synthetic Customer 00536,business
CUST-00537,Synthetic Customer 00537,retail
CUST-00538,Synthetic Customer 00538,business
CUST-00539,Synthetic Customer 00539,retail
CUST-00540,Synthetic Customer 00540,private_banking
CUST-00541,Synthetic Customer 00541,retail
CUST-00542,Synthetic Customer 00542,private_banking
CUST-00543,Synthetic Customer 00543,retail
CUST-00544,Synthetic Customer 00544,business
CUST-00545,Synthetic Customer 00545,business
CUST-00546,Synthetic Customer 00546,business
CUST-00547,Synthetic Customer 00547,retail
CUST-00548,Synthetic Customer 00548,business
CUST-00549,Synthetic Customer 00549,retail
CUST-00550,Synthetic Customer 00550,private_banking
CUST-00551,Synthetic Customer 00551,private_banking
CUST-00552,Synthetic Customer 00552,business
CUST-00553,Synthetic Customer 00553,retail
CUST-00554,Synthetic Customer 00554,business
CUST-00555,Synthetic Customer 00555,retail
CUST-00556,Synthetic Customer 00556,private_banking
CUST-00557,Synthetic Customer 00557,retail
CUST-00558,Synthetic Customer 00558,private_banking
CUST-00559,Synthetic Customer 00559,retail
CUST-00560,Synthetic Customer 00560,private_banking
CUST-00561,Synthetic Customer 00561,private_banking
CUST-00562,Synthetic Customer 00562,retail
CUST-00563,Synthetic Customer 00563,business
CUST-00564,Synthetic Customer 00564,private_banking
CUST-00565,Synthetic Customer 00565,business
CUST-00566,Synthetic Customer 00566,private_banking
CUST-00567,Synthetic Customer 00567,business
CUST-00568,Synthetic Customer 00568,private_banking
CUST-00569,Synthetic Customer 00569,business
CUST-00570,Synthetic Customer 00570,private_banking
CUST-00571,Synthetic Customer 00571,business
CUST-00572,Synthetic Customer 00572,private_banking
CUST-00573,Synthetic Customer 00573,business
CUST-00574,Synthetic Customer 00574,business
CUST-00575,Synthetic Customer 00575,business
CUST-00576,Synthetic Customer 00576,retail
CUST-00577,Synthetic Customer 00577,retail
CUST-00578,Synthetic Customer 00578,retail
CUST-00579,Synthetic Customer 00579,private_banking
CUST-00580,Synthetic Customer 00580,business
CUST-00581,Synthetic Customer 00581,retail
CUST-00582,Synthetic Customer 00582,retail
CUST-00583,Synthetic Customer 00583,private_banking
CUST-00584,Synthetic Customer 00584,private_banking
CUST-00585,Synthetic Customer 00585,business
CUST-00586,Synthetic Customer 00586,private_banking
CUST-00587,Synthetic Customer 00587,private_banking
CUST-00588,Synthetic Customer 00588,retail
CUST-00589,Synthetic Customer 00589,business
CUST-00590,Synthetic Customer 00590,business
CUST-00591,Synthetic Customer 00591,private_banking
CUST-00592,Synthetic Customer 00592,business
CUST-00593,Synthetic Customer 00593,retail
CUST-00594,Synthetic Customer 00594,private_banking
CUST-00595,Synthetic Customer 00595,business
CUST-00596,Synthetic Customer 00596,business
CUST-00597,Synthetic Customer 00597,retail
CUST-00598,Synthetic Customer 00598,private_banking
CUST-00599,Synthetic Customer 00599,business
CUST-00600,Synthetic Customer 00600,retail
CUST-00601,Synthetic Customer 00601,retail
CUST-00602,Synthetic Customer 00602,retail
CUST-00603,Synthetic Customer 00603,business
CUST-00604,Synthetic Customer 00604,private_banking
CUST-00605,Synthetic Customer 00605,retail
CUST-00606,Synthetic Customer 00606,business
CUST-00607,Synthetic Customer 00607,business
CUST-00608,Synthetic Customer 00608,business
CUST-00609,Synthetic Customer 00609,private_banking
CUST-00610,Synthetic Customer 00610,retail
CUST-00611,Synthetic Customer 00611,private_banking
CUST-00612,Synthetic Customer 00612,business
CUST-00613,Synthetic Customer 00613,private_banking
CUST-00614,Synthetic Customer 00614,retail
CUST-00615,Synthetic Customer 00615,retail
CUST-00616,Synthetic Customer 00616,private_banking
CUST-00617,Synthetic Customer 00617,private_banking
CUST-00618,Synthetic Customer 00618,business
CUST-00619,Synthetic Customer 00619,business
CUST-00620,Synthetic Customer 00620,retail
CUST-00621,Synthetic Customer 00621,business
CUST-00622,Synthetic Customer 00622,business
CUST-00623,Synthetic Customer 00623,business
CUST-00624,Synthetic Customer 00624,business
